C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_34_590.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_34_590.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_34_590.jpg, 0, 0, 0, 8.111916E-05
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_34_693.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_34_693.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_34_693.jpg, 0, 0, 0, 7.823575E-05
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_34_799.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_34_799.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_34_799.jpg, 0, 0, 0, 7.841632E-05
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_34_899.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_34_899.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_34_899.jpg, 0, 0, 0, 7.794513E-05
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_35_003.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_35_003.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_35_003.jpg, 0, 0, 0, 7.812724E-05
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_35_106.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_35_106.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_35_106.jpg, 0, 0, 0, 7.847502E-05
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_35_212.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_35_212.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_35_212.jpg, 0, 0, 0, 7.879329E-05
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_35_315.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_35_315.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_35_315.jpg, 0, 0, 0, 7.960852E-05
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_35_416.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_35_416.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_35_416.jpg, 0, 0, 0, 7.965063E-05
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_35_521.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_35_521.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_35_521.jpg, 0, 0.0673434, 0, 0.01726476
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_35_621.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_35_621.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_35_621.jpg, 0, 0.3618765, 0, 0.3402016
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_35_728.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_35_728.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_35_728.jpg, 0, 0.7386267, 0, 1.1065
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_35_831.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_35_831.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_35_831.jpg, 0, 1, 0, 2.235837
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_35_944.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_35_944.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_35_944.jpg, -0.1131144, 1, 0, 3.650147
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_36_049.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_36_049.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_36_049.jpg, -0.4308939, 1, 0, 4.796719
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_36_151.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_36_151.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_36_151.jpg, -0.3792444, 1, 0, 5.931804
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_36_252.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_36_252.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_36_252.jpg, -0.07470095, 1, 0, 7.080687
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_36_356.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_36_356.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_36_356.jpg, 0, 1, 0, 8.210137
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_36_458.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_36_458.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_36_458.jpg, 0, 1, 0, 9.334831
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_36_564.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_36_564.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_36_564.jpg, 0, 1, 0, 10.67016
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_36_664.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_36_664.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_36_664.jpg, -0.2064915, 1, 0, 11.59263
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_36_768.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_36_768.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_36_768.jpg, -0.430296, 1, 0, 12.91787
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_36_869.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_36_869.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_36_869.jpg, -0.1253238, 1, 0, 13.83281
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_36_975.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_36_975.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_36_975.jpg, 0, 1, 0, 14.92447
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_37_080.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_37_080.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_37_080.jpg, 0, 1, 0, 15.92179
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_37_182.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_37_182.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_37_182.jpg, -0.09251431, 1, 0, 17.20642
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_37_283.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_37_283.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_37_283.jpg, -0.3969108, 1, 0, 18.19155
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_37_385.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_37_385.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_37_385.jpg, -0.3733864, 1, 0, 19.10942
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_37_488.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_37_488.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_37_488.jpg, -0.07597835, 1, 0, 20.15551
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_37_593.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_37_593.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_37_593.jpg, 0, 1, 0, 21.11002
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_37_695.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_37_695.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_37_695.jpg, -0.1479735, 1, 0, 22.13188
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_37_798.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_37_798.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_37_798.jpg, -0.4452537, 1, 0, 23.01106
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_37_900.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_37_900.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_37_900.jpg, -0.2229834, 1, 0, 23.95068
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_38_006.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_38_006.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_38_006.jpg, 0, 1, 0, 25.10047
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_38_110.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_38_110.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_38_110.jpg, 0, 1, 0, 26.05234
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_38_215.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_38_215.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_38_215.jpg, -0.2771742, 1, 0, 26.96884
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_38_317.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_38_317.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_38_317.jpg, -0.4432762, 1, 0, 27.74151
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_38_422.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_38_422.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_38_422.jpg, -0.08981286, 1, 0, 28.8526
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_38_524.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_38_524.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_38_524.jpg, 0, 1, 0, 29.75782
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_38_637.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_38_637.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_38_637.jpg, -0.0169548, 1, 0, 30.19027
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_38_743.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_38_743.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_38_743.jpg, -0.3368328, 1, 0, 30.16866
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_38_852.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_38_852.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_38_852.jpg, -0.03955593, 1, 0, 30.19047
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_38_956.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_38_956.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_38_956.jpg, 0, 1, 0, 30.18994
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_39_064.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_39_064.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_39_064.jpg, -0.1647147, 1, 0, 30.18478
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_39_164.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_39_164.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_39_164.jpg, -0.2693361, 1, 0, 30.18045
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_39_265.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_39_265.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_39_265.jpg, 0, 1, 0, 30.1888
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_39_371.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_39_371.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_39_371.jpg, 0, 1, 0, 30.19003
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_39_473.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_39_473.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_39_473.jpg, 0, 1, 0, 30.19072
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_39_578.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_39_578.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_39_578.jpg, 0, 1, 0, 30.19032
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_39_680.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_39_680.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_39_680.jpg, 0, 1, 0, 30.19031
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_39_782.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_39_782.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_39_782.jpg, -0.2130027, 1, 0, 30.17864
C:\Users\kesav\Desktop\Data\IMG\center_2020_08_10_15_43_39_887.jpg, C:\Users\kesav\Desktop\Data\IMG\left_2020_08_10_15_43_39_887.jpg, C:\Users\kesav\Desktop\Data\IMG\right_2020_08_10_15_43_39_887.jpg, -0.2933936, 1, 0, 30.18024
